Posture,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
side,0.01,0.96,0.00,0.37,0.12,-0.06,60.00,-2.00,-70.00
side,0.01,0.96,0.00,0.00,0.18,-0.24,63.00,-2.00,-67.00
side,0.01,0.96,0.00,0.55,0.06,0.18,62.00,-2.00,-69.00
side,0.01,0.96,0.00,-0.73,0.31,-0.24,61.00,-1.00,-66.00
side,0.00,0.96,0.00,0.37,0.06,-0.06,64.00,-3.00,-64.00
side,0.00,0.96,0.00,0.18,-0.24,0.12,61.00,-1.00,-67.00
side,0.01,0.96,0.00,1.89,-0.18,0.12,64.00,-2.00,-73.00
side,0.01,0.96,0.01,-0.98,0.12,0.00,64.00,-4.00,-67.00
side,0.00,0.96,-0.00,-5.98,0.37,-1.10,63.00,-1.00,-73.00
side,0.00,0.96,-0.00,2.93,0.06,0.18,61.00,-5.00,-68.00
side,0.00,0.96,0.01,-4.82,0.18,-0.98,63.00,-1.00,-69.00
side,0.00,0.96,-0.00,4.64,-1.83,1.10,63.00,-2.00,-73.00
side,0.00,0.96,0.01,-3.11,2.14,-0.92,61.00,-2.00,-70.00
side,0.00,0.96,0.00,-1.40,0.67,-0.61,61.00,-2.00,-70.00
side,0.00,0.96,0.01,5.62,-0.24,1.22,62.00,0.00,-68.00
side,0.00,0.96,0.00,0.92,0.24,-0.06,63.00,-1.00,-65.00
side,0.00,0.96,0.01,-0.18,0.79,-0.18,62.00,-1.00,-66.00
side,0.00,0.96,0.01,-1.65,0.31,-0.31,62.00,-1.00,-67.00
side,0.00,0.96,0.01,0.67,0.18,0.06,63.00,-5.00,-71.00
side,0.00,0.96,0.01,5.13,-2.26,0.73,63.00,0.00,-65.00
